u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,p_veh0_x,p_veh0_y,p_ped0_x,p_ped0_y,p_ped1_x,p_ped1_y,p_ped2_x,p_ped2_y,p_ped3_x,p_ped3_y,p_ped4_x,p_ped4_y,p_ped5_x,p_ped5_y,p_ped6_x,p_ped6_y,p_ped7_x,p_ped7_y,p_ped8_x,p_ped8_y,p_ped9_x,p_ped9_y,p_ped10_x,p_ped10_y
1.6637092193212373,1.6637210566535978,1.6635527030735595,1.66324565100163,1.6627423952860307,1.661783508129188,1.6614812819423184,1.6621673846502092,1.6630042149886386,1.6633265282692056,32.7705619568089,11.1341606201933,22.3531287224389,16.9554980688725,22.3591587930116,16.9101287473783,22.35498120741481,16.86714831124954,22.35069278768966,16.824858819742268,22.34935624060386,16.782898988132576,22.34477914680337,16.73778724833168,22.339140608955528,16.691466718419203,22.33251282541405,16.647339644593956,22.33684761900203,16.61240976333908,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556
1.6637210566535978,1.6635527030735595,1.66324565100163,1.6627423952860307,1.661783508129188,1.6614812819423184,1.6621673846502092,1.6630042149886386,1.6633265282692056,1.663962267315327,32.71428882904051,11.14003391741244,22.3591587930116,16.9101287473783,22.35498120741481,16.86714831124954,22.35069278768966,16.824858819742268,22.34935624060386,16.782898988132576,22.34477914680337,16.73778724833168,22.339140608955528,16.691466718419203,22.33251282541405,16.647339644593956,22.33684761900203,16.61240976333908,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556,22.342038272251663,16.476259649932516
1.6635527030735595,1.66324565100163,1.6627423952860307,1.661783508129188,1.6614812819423184,1.6621673846502092,1.6630042149886386,1.6633265282692056,1.663962267315327,1.6647854443726846,32.66127365955662,11.140568106851514,22.35498120741481,16.86714831124954,22.35069278768966,16.824858819742268,22.34935624060386,16.782898988132576,22.34477914680337,16.73778724833168,22.339140608955528,16.691466718419203,22.33251282541405,16.647339644593956,22.33684761900203,16.61240976333908,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556,22.342038272251663,16.476259649932516,22.342225273647305,16.42847737504163
1.66324565100163,1.6627423952860307,1.661783508129188,1.6614812819423184,1.6621673846502092,1.6630042149886386,1.6633265282692056,1.663962267315327,1.6647854443726846,1.6665562037559332,32.60914321095529,11.1350847676629,22.35069278768966,16.824858819742268,22.34935624060386,16.782898988132576,22.34477914680337,16.73778724833168,22.339140608955528,16.691466718419203,22.33251282541405,16.647339644593956,22.33684761900203,16.61240976333908,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556,22.342038272251663,16.476259649932516,22.342225273647305,16.42847737504163,22.33924084117127,16.377467190365387
1.6627423952860307,1.661783508129188,1.6614812819423184,1.6621673846502092,1.6630042149886386,1.6633265282692056,1.663962267315327,1.6647854443726846,1.6665562037559332,1.6702463489338275,32.557917802497,11.1346631677015,22.34935624060386,16.782898988132576,22.34477914680337,16.73778724833168,22.339140608955528,16.691466718419203,22.33251282541405,16.647339644593956,22.33684761900203,16.61240976333908,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556,22.342038272251663,16.476259649932516,22.342225273647305,16.42847737504163,22.33924084117127,16.377467190365387,22.336073680046987,16.327475235550533
1.661783508129188,1.6614812819423184,1.6621673846502092,1.6630042149886386,1.6633265282692056,1.663962267315327,1.6647854443726846,1.6665562037559332,1.6702463489338275,1.673040434885676,32.510014664687745,11.126751683422157,22.34477914680337,16.73778724833168,22.339140608955528,16.691466718419203,22.33251282541405,16.647339644593956,22.33684761900203,16.61240976333908,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556,22.342038272251663,16.476259649932516,22.342225273647305,16.42847737504163,22.33924084117127,16.377467190365387,22.336073680046987,16.327475235550533,22.337321447906657,16.28162099397552
1.6614812819423184,1.6621673846502092,1.6630042149886386,1.6633265282692056,1.663962267315327,1.6647854443726846,1.6665562037559332,1.6702463489338275,1.673040434885676,1.6755936378987624,32.45677946641468,11.123347115163115,22.339140608955528,16.691466718419203,22.33251282541405,16.647339644593956,22.33684761900203,16.61240976333908,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556,22.342038272251663,16.476259649932516,22.342225273647305,16.42847737504163,22.33924084117127,16.377467190365387,22.336073680046987,16.327475235550533,22.337321447906657,16.28162099397552,22.33983320609555,16.235340229856206
1.6621673846502092,1.6630042149886386,1.6633265282692056,1.663962267315327,1.6647854443726846,1.6665562037559332,1.6702463489338275,1.673040434885676,1.6755936378987624,1.6778806903767436,32.396890721966244,11.12073123286626,22.33251282541405,16.647339644593956,22.33684761900203,16.61240976333908,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556,22.342038272251663,16.476259649932516,22.342225273647305,16.42847737504163,22.33924084117127,16.377467190365387,22.336073680046987,16.327475235550533,22.337321447906657,16.28162099397552,22.33983320609555,16.235340229856206,22.3372783489528,16.197121653596774
1.6630042149886386,1.6633265282692056,1.663962267315327,1.6647854443726846,1.6665562037559332,1.6702463489338275,1.673040434885676,1.6755936378987624,1.6778806903767436,1.681924008200156,32.33633895156641,11.116637899741606,22.33684761900203,16.61240976333908,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556,22.342038272251663,16.476259649932516,22.342225273647305,16.42847737504163,22.33924084117127,16.377467190365387,22.336073680046987,16.327475235550533,22.337321447906657,16.28162099397552,22.33983320609555,16.235340229856206,22.3372783489528,16.197121653596774,22.33753628866578,16.15141330055272
1.6633265282692056,1.663962267315327,1.6647854443726846,1.6665562037559332,1.6702463489338275,1.673040434885676,1.6755936378987624,1.6778806903767436,1.681924008200156,1.6850988891251648,32.27909729328748,11.111700280326108,22.33133017472795,16.56946783128967,22.33391109523252,16.524061965768556,22.342038272251663,16.476259649932516,22.342225273647305,16.42847737504163,22.33924084117127,16.377467190365387,22.336073680046987,16.327475235550533,22.337321447906657,16.28162099397552,22.33983320609555,16.235340229856206,22.3372783489528,16.197121653596774,22.33753628866578,16.15141330055272,22.335804543304008,16.1130144873589
