u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,p_veh0_x,p_veh0_y,p_ped0_x,p_ped0_y,p_ped1_x,p_ped1_y,p_ped2_x,p_ped2_y,p_ped3_x,p_ped3_y,p_ped4_x,p_ped4_y,p_ped5_x,p_ped5_y,p_ped6_x,p_ped6_y,p_ped7_x,p_ped7_y,p_ped8_x,p_ped8_y,p_ped9_x,p_ped9_y,p_ped10_x,p_ped10_y
2.3961529323461424,2.395947264018949,2.395844095658529,2.3958314682228523,2.3958168186319355,2.3960319530579413,2.396094407519848,2.396156919832793,2.3951305436446004,2.3957144945955897,29.09835548686,8.009308400870731,17.6285306436607,15.2423053279768,17.634840024561,15.217795269571305,17.641299735173906,15.19759466292575,17.641642195413624,15.173310496875386,17.64483872284823,15.149264517784852,17.652348445042676,15.12152410743077,17.6534052155295,15.091891859022944,17.656109053057786,15.061291573542166,17.65794200860216,15.027623093936215,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707
2.395947264018949,2.395844095658529,2.3958314682228523,2.3958168186319355,2.3960319530579413,2.396094407519848,2.396156919832793,2.3951305436446004,2.3957144945955897,2.3964727811456883,29.025899487741132,8.011931417754036,17.634840024561,15.217795269571305,17.641299735173906,15.19759466292575,17.641642195413624,15.173310496875386,17.64483872284823,15.149264517784852,17.652348445042676,15.12152410743077,17.6534052155295,15.091891859022944,17.656109053057786,15.061291573542166,17.65794200860216,15.027623093936215,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707,17.65345323393217,14.922867070596311
2.395844095658529,2.3958314682228523,2.3958168186319355,2.3960319530579413,2.396094407519848,2.396156919832793,2.3951305436446004,2.3957144945955897,2.3964727811456883,2.3967383421142485,28.947056213659668,8.01486624709021,17.641299735173906,15.19759466292575,17.641642195413624,15.173310496875386,17.64483872284823,15.149264517784852,17.652348445042676,15.12152410743077,17.6534052155295,15.091891859022944,17.656109053057786,15.061291573542166,17.65794200860216,15.027623093936215,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707,17.65345323393217,14.922867070596311,17.64791338465689,14.888206242455386
2.3958314682228523,2.3958168186319355,2.3960319530579413,2.396094407519848,2.396156919832793,2.3951305436446004,2.3957144945955897,2.3964727811456883,2.3967383421142485,2.3962345373543674,28.866253722465263,8.024546267203343,17.641642195413624,15.173310496875386,17.64483872284823,15.149264517784852,17.652348445042676,15.12152410743077,17.6534052155295,15.091891859022944,17.656109053057786,15.061291573542166,17.65794200860216,15.027623093936215,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707,17.65345323393217,14.922867070596311,17.64791338465689,14.888206242455386,17.641244412223767,14.85716650804938
2.3958168186319355,2.3960319530579413,2.396094407519848,2.396156919832793,2.3951305436446004,2.3957144945955897,2.3964727811456883,2.3967383421142485,2.3962345373543674,2.3943222532582618,28.78621052007796,8.024557281389304,17.64483872284823,15.149264517784852,17.652348445042676,15.12152410743077,17.6534052155295,15.091891859022944,17.656109053057786,15.061291573542166,17.65794200860216,15.027623093936215,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707,17.65345323393217,14.922867070596311,17.64791338465689,14.888206242455386,17.641244412223767,14.85716650804938,17.64221339085818,14.821035927904568
2.3960319530579413,2.396094407519848,2.396156919832793,2.3951305436446004,2.3957144945955897,2.3964727811456883,2.3967383421142485,2.3962345373543674,2.3943222532582618,2.392277897964149,28.704656173762817,8.021280715049638,17.652348445042676,15.12152410743077,17.6534052155295,15.091891859022944,17.656109053057786,15.061291573542166,17.65794200860216,15.027623093936215,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707,17.65345323393217,14.922867070596311,17.64791338465689,14.888206242455386,17.641244412223767,14.85716650804938,17.64221339085818,14.821035927904568,17.63602899105342,14.791725934486427
2.396094407519848,2.396156919832793,2.3951305436446004,2.3957144945955897,2.3964727811456883,2.3967383421142485,2.3962345373543674,2.3943222532582618,2.392277897964149,2.3929614045251744,28.62392071244548,8.023200003437756,17.6534052155295,15.091891859022944,17.656109053057786,15.061291573542166,17.65794200860216,15.027623093936215,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707,17.65345323393217,14.922867070596311,17.64791338465689,14.888206242455386,17.641244412223767,14.85716650804938,17.64221339085818,14.821035927904568,17.63602899105342,14.791725934486427,17.63492326389169,14.765954247246505
2.396156919832793,2.3951305436446004,2.3957144945955897,2.3964727811456883,2.3967383421142485,2.3962345373543674,2.3943222532582618,2.392277897964149,2.3929614045251744,2.393067096292968,28.54387322446565,8.015941822282116,17.656109053057786,15.061291573542166,17.65794200860216,15.027623093936215,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707,17.65345323393217,14.922867070596311,17.64791338465689,14.888206242455386,17.641244412223767,14.85716650804938,17.64221339085818,14.821035927904568,17.63602899105342,14.791725934486427,17.63492326389169,14.765954247246505,17.632831354256613,14.739672627726264
2.3951305436446004,2.3957144945955897,2.3964727811456883,2.3967383421142485,2.3962345373543674,2.3943222532582618,2.392277897964149,2.3929614045251744,2.393067096292968,2.391923729145296,28.47098136464237,8.003867017013262,17.65794200860216,15.027623093936215,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707,17.65345323393217,14.922867070596311,17.64791338465689,14.888206242455386,17.641244412223767,14.85716650804938,17.64221339085818,14.821035927904568,17.63602899105342,14.791725934486427,17.63492326389169,14.765954247246505,17.632831354256613,14.739672627726264,17.631289233549012,14.707573739903903
2.3957144945955897,2.3964727811456883,2.3967383421142485,2.3962345373543674,2.3943222532582618,2.392277897964149,2.3929614045251744,2.393067096292968,2.391923729145296,2.3893736210366,28.38757734052028,8.001158262631224,17.656568881009758,14.989878530092408,17.652403109877927,14.95333637439707,17.65345323393217,14.922867070596311,17.64791338465689,14.888206242455386,17.641244412223767,14.85716650804938,17.64221339085818,14.821035927904568,17.63602899105342,14.791725934486427,17.63492326389169,14.765954247246505,17.632831354256613,14.739672627726264,17.631289233549012,14.707573739903903,17.62774650367442,14.681871379911652
